score_qstamp,qstamp,measure,beat,246971_tstamp,831987_tstamp,728901_tstamp,728902_tstamp,728914_tstamp,728915_tstamp,728892_tstamp,728896_tstamp,728897_tstamp,729160_tstamp,728921_tstamp,728922_tstamp,736746_tstamp,736747_tstamp,728930_tstamp,728938_tstamp,728939_tstamp,728934_tstamp,728926_tstamp,728906_tstamp,728910_tstamp,728943_tstamp,728957_tstamp,728951_tstamp
272.0,272.0,137,2.5,513.64,513.64,374.9276,116.14,345.5242,106.78,560.72,320.7475,108.42,446.42,551.88,121.64,560.52,109.0158,488.76,491.88,104.34,525.78,551.06,486.14,545.4,513.46,530.7,513.6
272.25,272.25,137,2.75,514.115,514.115,374.9278,116.495,345.5248,107.115,561.295,320.748,108.795,446.795,552.355,122.175,560.975,109.0162,489.135,492.215,104.715,526.295,551.435,486.415,545.775,513.855,531.055,513.8471
272.5,272.5,138,1.0,514.51,514.51,374.9281,116.87,345.5254,107.49,561.67,320.7486,109.17,447.15,552.77,122.55,561.38,109.0166,489.39,492.59,105.09,526.67,551.79,486.79,546.15,514.27,531.39,513.99
272.75,272.75,138,1.25,514.905,514.905,374.9283,117.245,345.5261,107.865,562.045,320.7491,109.545,447.525,553.285,123.045,561.805,109.017,489.625,492.885,105.465,527.045,552.105,487.1325,546.525,514.645,531.765,514.245
273.0,273.0,138,1.5,515.32,515.32,374.9286,117.62,345.5267,108.16,562.42,320.7496,109.92,447.9,553.66,123.42,562.18,109.0174,489.98,493.26,105.84,527.42,552.48,487.5,546.9,515.02,532.06,514.58
273.25,273.25,138,1.75,515.715,515.715,374.9289,117.995,345.5273,108.535,562.795,320.7501,110.295,448.275,554.095,123.875,562.615,109.0178,490.355,493.615,106.215,527.795,552.855,487.835,547.215,515.415,532.415,514.855
273.5,273.5,138,2.0,516.11,516.11,374.9291,118.31,345.528,108.91,563.19,320.7507,110.67,448.65,554.47,124.25,562.99,109.0182,490.63,493.99,106.57,528.17,553.215,488.19,547.53,515.79,532.69,515.07
273.75,273.75,138,2.25,516.525,516.525,374.9294,118.685,345.5286,109.265,563.65,320.7512,111.085,448.965,554.925,124.705,563.385,109.0186,490.905,494.365,106.7806,528.59,553.585,488.565,547.905,516.185,532.985,515.365
274.0,274.0,138,2.5,516.9,516.9,374.9296,119.06,345.5293,109.64,564.04,320.7517,111.46,449.34,555.3,125.08,563.78,109.019,491.28,494.64,106.7821,528.98,553.92,488.86,548.28,516.56,533.34,515.62
274.25,274.25,138,2.75,517.335,517.335,374.9299,119.395,345.5299,109.995,564.415,320.7523,111.835,449.715,555.715,125.475,564.175,109.0194,491.615,495.015,106.7835,529.355,554.235,489.235,548.575,516.935,533.575,515.995
274.5,274.5,139,1.0,517.8,517.8,374.9301,119.77,345.5305,110.37,564.93,320.7528,112.25,450.09,556.21,126.01,564.65,109.0198,491.99,495.39,106.7849,529.81,554.61,489.61,548.95,517.39,533.95,516.23
274.75,274.75,139,1.25,518.225,518.225,374.9304,120.145,345.5312,110.705,565.545,320.7533,112.705,450.465,556.705,126.485,565.065,109.185,492.325,495.765,106.7864,530.305,554.985,489.985,549.345,517.765,534.325,516.605
275.0,275.0,139,1.5,518.6,518.6,374.9306,120.52,345.5318,111.08,565.92,320.7539,113.08,450.84,557.08,126.86,565.44,109.56,492.7,496.06,106.7878,530.68,555.36,490.3,549.72,518.14,534.7,516.98
275.25,275.25,139,1.75,518.975,518.975,374.9309,120.895,345.5324,111.415,566.295,320.7544,113.455,451.195,557.455,127.275,565.815,109.935,493.075,496.435,106.7892,531.055,555.735,490.635,550.095,518.515,534.975,517.355
275.5,275.5,139,2.0,519.49,519.49,374.9311,121.27,345.5331,111.79,566.67,320.7549,113.83,451.57,558.02,127.89,566.31,110.31,493.45,496.81,106.7906,531.43,556.11,491.01,550.47,518.89,535.35,517.73
275.75,275.75,139,2.25,519.865,519.865,374.9314,121.585,345.5337,112.125,567.085,320.7554,114.205,451.945,558.485,128.265,566.685,110.685,493.8204,497.185,106.7921,531.805,556.405,491.325,550.845,519.265,535.5981,518.1003
276.0,276.0,139,2.5,520.24,520.24,374.9316,121.96,345.5343,112.5,567.46,320.756,114.58,452.32,558.86,128.64,567.06,110.86,493.94,497.46,106.7935,532.18,556.7,491.7,551.22,519.64,535.94,518.16
276.25,276.25,139,2.75,520.635,520.635,374.9319,122.335,345.535,112.855,567.875,320.7565,114.975,452.695,559.255,129.015,567.495,111.035,494.1395,497.795,106.7949,532.615,557.075,492.075,551.475,520.015,536.315,518.2796
276.5,276.5,140,1.0,521.07,521.07,374.9322,122.71,345.5356,113.23,568.28,320.757,115.39,453.07,559.74,129.53,567.92,111.33,494.51,498.17,106.7964,532.99,557.43,492.43,551.79,520.39,536.57,518.49
277.0,277.0,140,1.5,521.88,521.88,374.9327,123.46,345.5369,113.98,569.12,320.7581,116.16,453.82,560.62,130.38,568.76,112.12,495.12,498.92,106.7992,533.8,558.18,493.14,552.54,521.14,537.26,518.96
277.5,277.5,140,2.0,522.73,522.73,374.9332,124.27,345.5382,114.73,569.95,320.7591,116.91,454.51,561.53,131.29,569.51,112.87,495.87,499.67,106.8485,534.55,558.93,493.89,553.23,521.91,537.93,519.57
278.0,278.0,140,2.5,523.64,523.64,374.9337,125.1,345.5394,115.48,570.7,320.9,117.9,455.34,562.48,132.24,570.42,113.62,496.62,500.42,106.92,535.5,559.74,494.66,553.98,522.76,538.68,520.32
278.5,278.5,141,1.0,524.59,524.59,374.9342,125.89,345.95,116.23,571.99,321.0797,118.71,456.13,563.55,133.25,571.29,114.37,497.35,501.17,107.67,536.39,560.57,495.41,554.73,523.63,539.39,520.67
278.75,278.75,141,1.25,524.965,524.965,374.9344,126.265,346.325,116.605,572.445,321.445,119.225,456.505,563.965,133.705,571.765,114.745,497.7212,501.545,107.8408,536.765,560.945,495.785,555.105,524.025,539.765,521.045
279.0,279.0,141,1.5,525.34,525.34,374.9347,126.64,346.4188,116.96,572.82,321.4695,119.6,456.88,564.34,134.08,572.14,115.12,498.04,501.92,107.8426,537.14,561.32,496.16,555.48,524.4,540.1,521.22
279.25,279.25,141,1.75,525.795,525.795,374.935,127.015,346.775,117.335,573.215,321.4793,119.995,457.335,564.735,134.495,572.555,115.1664,498.415,502.295,107.8445,537.555,561.695,496.535,555.855,524.815,540.3593,521.595
279.5,279.5,141,2.0,526.19,526.19,374.9352,127.39,346.9218,117.71,573.61,321.5036,120.37,457.71,565.11,134.87,572.93,115.1737,498.79,502.67,107.8463,537.93,562.07,496.89,556.23,525.19,540.71,521.83
279.75,279.75,141,2.25,526.605,526.605,374.9355,127.765,346.9248,118.085,574.025,321.5077,120.745,458.105,565.565,135.305,573.325,115.225,499.165,503.045,107.8482,538.305,562.445,497.165,556.605,525.585,541.065,522.005
280.0,280.0,141,2.5,526.98,526.98,374.9357,128.14,346.9278,118.46,574.4,321.5117,121.12,458.48,566.08,135.8,573.7,115.54,499.54,503.42,107.85,538.76,562.82,497.54,556.98,525.96,541.44,522.38
280.25,280.25,141,2.75,527.515,527.515,374.936,128.535,346.9308,118.835,574.855,321.5158,121.535,458.855,566.475,136.235,574.335,115.915,499.915,503.775,107.8518,539.275,563.195,497.895,557.355,526.335,541.795,522.755
280.5,280.5,142,1.0,527.91,527.91,374.9362,128.91,346.9338,119.21,575.25,321.5199,121.91,459.23,566.91,136.67,574.73,116.29,500.29,504.15,107.8537,539.65,563.57,498.27,557.67,526.71,542.17,523.13
280.75,280.75,142,1.25,528.285,528.285,374.9365,129.285,346.9368,119.585,575.705,321.885,122.285,459.605,567.325,137.045,575.105,116.3436,500.665,504.505,107.8555,540.025,563.945,498.645,558.045,527.085,542.545,523.3669
281.0,281.0,142,1.5,528.66,528.66,374.9367,129.62,346.9398,119.88,576.08,322.26,122.66,459.98,567.7,137.42,575.48,116.3477,501.04,504.88,107.8574,540.4,564.32,498.98,558.42,527.46,542.6,523.48
281.25,281.25,142,1.75,529.015,529.015,374.937,129.9775,346.942,120.175,576.535,322.635,123.035,460.355,568.075,137.795,575.855,116.3518,501.415,505.255,107.8592,540.795,564.695,499.343,558.6992,527.835,542.795,523.6795
281.5,281.5,142,2.0,529.39,529.39,374.9372,130.29,346.944,120.55,576.95,322.9201,123.41,460.73,568.67,138.43,576.23,116.3559,501.53,505.63,108.07,541.17,564.99,499.65,559.03,528.21,543.17,523.99
281.75,281.75,142,2.25,529.785,529.785,374.9375,130.665,346.9461,120.845,577.345,322.9251,123.905,461.165,569.085,138.845,576.605,116.365,501.905,506.005,108.3433,541.565,565.365,500.025,559.405,528.705,543.505,524.265
282.0,282.0,142,2.5,530.26,530.26,374.9377,131.04,346.9482,121.22,577.72,322.93,124.28,461.54,569.46,139.22,577.0,116.4077,502.28,506.38,108.355,541.94,565.74,500.4,559.76,529.08,543.88,524.42
282.25,282.25,142,2.75,530.675,530.675,374.938,131.415,346.9502,121.595,578.195,322.9349,124.675,461.915,569.915,139.655,577.395,116.4162,502.655,506.755,108.4076,542.335,566.115,500.755,560.035,529.455,544.255,524.695
282.5,282.5,143,1.0,531.13,531.13,374.9383,131.79,346.9523,121.97,578.57,322.9399,125.05,462.29,570.39,140.21,577.83,116.63,503.03,507.15,108.51,542.75,566.49,501.07,560.41,529.83,544.63,525.07
282.75,282.75,143,1.25,531.535,531.535,374.9385,132.165,346.9544,122.345,579.165,322.9617,125.525,462.725,570.985,140.725,578.295,116.6617,503.405,507.545,108.885,543.275,566.865,501.445,560.785,530.285,544.945,525.425
283.0,283.0,143,1.5,531.94,531.94,374.9388,132.54,346.9565,122.7,579.54,322.9635,125.9,463.1,571.36,141.1,578.7,116.6637,503.76,507.92,109.0124,543.68,567.24,501.8,561.1,530.68,545.28,525.58
283.25,283.25,143,1.75,532.315,532.315,374.939,132.915,346.9585,123.055,579.955,322.9653,126.295,463.475,571.735,141.475,579.155,116.6658,504.135,508.355,109.235,544.055,567.615,502.175,561.475,531.095,545.655,525.855
283.5,283.5,143,2.0,532.69,532.69,374.9393,133.23,347.07,123.45,580.33,322.9671,126.72,463.85,572.15,141.89,579.53,116.6678,504.51,508.73,109.57,544.43,567.95,502.43,561.79,531.47,546.03,526.17
283.75,283.75,143,2.25,533.085,533.085,374.9395,133.605,347.322,123.825,580.785,322.969,127.185,464.225,572.535,142.345,579.965,116.6699,504.825,509.105,109.7781,544.825,568.325,502.805,562.165,531.845,546.405,526.525
284.0,284.0,143,2.5,533.46,533.46,374.9398,133.98,347.3279,124.2,581.18,322.9708,127.56,464.6,572.98,142.72,580.34,116.6719,505.12,509.48,110.12,545.2,568.7,503.18,562.48,532.22,546.78,526.8
284.25,284.25,143,2.75,533.895,533.895,374.995,134.355,347.3339,124.575,581.635,322.9726,127.975,464.975,573.415,143.155,580.735,116.674,505.495,509.855,110.2702,545.675,569.075,503.475,562.855,532.595,547.035,527.1279
284.5,284.5,144,1.0,534.25,534.25,375.37,134.73,347.3398,124.95,582.03,322.9744,128.35,465.33,573.91,143.65,581.17,116.676,505.87,510.25,110.43,546.05,569.43,503.85,563.23,532.97,547.41,527.43
284.75,284.75,144,1.25,534.625,534.625,375.745,135.105,347.4042,125.325,582.425,322.9762,128.725,465.705,574.285,144.045,581.565,116.6781,506.245,510.625,110.805,546.425,569.765,504.225,563.605,533.345,547.6275,527.6497
285.0,285.0,144,1.5,535.0,535.0,376.1,135.48,347.4094,125.7,582.8,322.9781,129.1,466.0,574.66,144.42,581.94,116.7,506.62,511.0,110.8828,546.8,570.1,504.6,563.86,533.72,547.74,527.76
285.25,285.25,144,1.75,535.375,535.375,376.1422,135.855,347.4147,126.075,583.255,322.9799,129.515,466.375,575.035,144.855,582.315,117.075,507.015,511.375,110.8862,547.175,570.475,504.875,564.175,534.095,548.115,528.135
285.5,285.5,144,2.0,535.75,535.75,376.1446,136.19,347.4199,126.35,583.63,322.9815,129.89,466.75,575.41,145.25,582.69,117.45,507.39,511.75,110.8896,547.55,570.87,505.25,564.51,534.47,548.49,528.1609
285.75,285.75,144,2.25,536.13,536.13,376.1471,136.565,347.4813,126.705,584.025,322.983,130.285,467.125,575.96,145.725,583.065,117.7912,507.745,512.2,110.8931,547.985,571.245,505.625,564.885,534.91,548.865,528.345
286.0,286.0,144,2.5,536.7,536.7,376.1495,136.94,347.483,127.08,584.46,322.9846,130.74,467.52,576.4,146.12,583.52,118.14,507.86,512.62,110.8965,548.36,571.62,505.98,565.26,535.3,549.24,528.72
286.25,286.25,144,2.75,537.095,537.095,376.152,137.315,347.4847,127.455,584.995,322.9861,131.115,467.955,576.855,146.575,583.915,118.4243,508.175,512.995,110.9,548.735,571.995,506.355,565.635,535.715,549.595,528.955
286.5,286.5,145,1.0,537.63,537.63,376.1544,137.69,347.4864,127.83,585.41,322.9877,131.57,468.33,577.27,147.05,584.41,118.47,508.55,513.37,111.27,549.19,572.37,506.73,566.01,536.09,549.97,529.31
286.75,286.75,145,1.25,538.085,538.085,376.1569,138.025,347.4881,128.205,585.825,322.9893,131.985,468.705,577.785,147.505,584.825,118.845,508.885,513.805,111.4413,549.565,572.745,507.105,566.385,536.465,550.305,529.685
287.0,287.0,145,1.5,538.46,538.46,376.1593,138.36,347.4898,128.56,586.2,322.9908,132.36,469.08,578.16,147.88,585.2,119.04,509.26,514.18,111.4442,549.96,573.12,507.38,566.76,536.84,550.66,529.86
287.25,287.25,145,1.75,538.835,538.835,376.2617,138.735,347.4915,128.935,586.675,322.9924,132.735,469.415,578.595,148.315,585.615,119.415,509.575,514.555,111.447,550.335,573.495,507.755,567.095,537.215,550.975,530.195
287.5,287.5,145,2.0,539.23,539.23,376.2654,139.11,347.4932,129.27,587.05,322.994,133.13,469.77,579.01,148.73,585.99,119.5034,509.87,514.93,111.4499,550.71,573.85,508.09,567.47,537.59,551.35,530.43
287.75,287.75,145,2.25,539.645,539.645,376.2692,139.505,347.4949,129.625,587.485,322.9955,133.525,470.145,579.445,149.145,586.445,119.5078,510.205,515.305,111.4528,551.085,574.205,508.425,567.845,537.985,551.665,530.705
288.0,288.0,145,2.5,540.04,540.04,376.2729,139.9,347.4966,130.0,587.88,322.9971,133.9,470.52,579.82,149.52,586.84,119.5122,510.56,515.68,111.4557,551.46,574.56,508.8,568.22,538.36,552.04,530.96
288.25,288.25,145,2.75,540.475,540.475,376.2766,140.275,347.4983,130.375,588.355,322.9986,134.315,470.895,580.275,149.995,587.295,119.5166,510.935,516.055,111.4586,551.915,574.935,509.175,568.595,538.775,552.415,531.275
288.5,288.5,146,1.0,540.95,540.95,376.3,140.72,347.5,130.76,588.83,323.05,134.73,471.31,580.76,150.5,587.79,119.6,511.33,516.43,111.65,552.44,575.31,509.59,569.03,539.22,552.79,531.59
288.6667,288.6667,146,1.1667,541.42,541.42,376.3004,141.2,347.74,131.02,589.38,323.1807,135.02,471.58,581.14,150.8,588.42,119.6004,511.6,516.68,111.761,552.82,575.62,509.96,569.44,539.5,553.26,531.84
288.8333,288.8333,146,1.3333,541.67,541.67,376.3008,141.47,347.99,131.27,589.63,323.1821,135.27,471.83,581.39,151.05,588.67,119.6009,511.85,516.93,111.7627,553.07,575.87,510.21,569.69,539.75,553.51,532.09
289.0,289.0,146,1.5,541.92,541.92,376.3012,141.72,348.1604,131.52,589.88,323.1834,135.52,472.14,581.68,151.34,588.92,119.6013,512.1,517.18,111.7644,553.32,576.12,510.46,569.94,540.0,553.78,532.14
289.1667,289.1667,146,1.6667,542.17,542.17,376.3016,141.99,348.1617,131.77,590.15,323.1848,135.83,472.39,582.05,151.81,589.19,119.6017,512.35,517.45,111.7662,553.57,576.37,510.71,570.19,540.31,554.03,532.2092
289.3333,289.3333,146,1.8333,542.42,542.42,376.302,142.24,348.1631,132.02,590.4,323.1862,136.08,472.64,582.3,152.06,589.44,119.6021,512.58,517.72,111.7679,553.82,576.62,510.96,570.44,540.56,554.28,532.34
289.5,289.5,146,2.0,542.67,542.67,376.3024,142.49,348.1644,132.27,590.65,323.1876,136.33,472.89,582.55,152.31,589.69,119.6025,512.83,517.97,111.7697,554.07,576.87,511.21,570.69,540.81,554.53,532.59
289.6667,289.6667,146,2.1667,542.98,542.98,376.3028,142.92,348.1657,132.52,590.92,323.189,136.7,473.14,582.98,152.8,589.96,119.6029,513.08,518.24,111.7714,554.32,577.12,511.5,571.04,541.1,554.84,532.84
289.8333,289.8333,146,2.3333,543.23,543.23,376.3032,143.17,348.167,132.73,591.17,323.1904,136.95,473.39,583.23,153.05,590.21,119.6034,513.33,518.49,111.7731,554.57,577.37,511.75,571.29,541.35,555.09,533.09
290.0,290.0,146,2.5,543.48,543.48,376.3036,143.42,348.1684,132.98,591.42,323.1918,137.24,473.64,583.48,153.3,590.46,119.6038,513.58,518.74,111.7749,554.82,577.62,512.02,571.54,541.66,555.34,533.34
290.1667,290.1667,146,2.6667,543.77,543.77,376.304,143.73,348.1697,133.23,591.73,323.1932,137.55,473.99,583.85,153.55,590.73,119.6042,513.83,518.99,111.7766,555.07,577.89,512.37,571.83,541.93,555.59,533.59
290.25,290.25,146,2.75,543.895,543.895,376.3042,143.855,348.1703,133.355,591.855,323.1939,137.675,474.115,583.975,153.675,590.855,119.6044,513.955,519.115,111.7775,555.195,578.015,512.495,571.955,542.055,555.715,533.715
290.3333,290.3333,146,2.8333,544.02,544.02,376.3044,144.0,348.171,133.48,592.0,323.1946,137.84,474.24,584.1,153.82,591.04,119.6046,514.08,519.24,111.7783,555.32,578.14,512.7,572.08,542.18,555.84,533.7667
290.5,290.5,147,1.0,544.27,544.27,376.3048,144.25,348.1723,133.73,592.31,323.1959,138.09,474.49,584.35,154.13,591.29,119.605,514.33,519.49,111.7803,555.57,578.39,512.95,572.33,542.43,556.09,533.87
290.6667,290.6667,147,1.1667,544.64,544.64,376.3052,144.64,348.1737,133.98,592.64,323.1973,138.38,474.74,584.72,154.46,591.72,119.6055,514.58,519.74,111.787,556.0,578.64,513.38,572.58,542.74,556.38,534.0857
290.8333,290.8333,147,1.3333,544.89,544.89,376.3056,144.89,348.175,134.23,592.89,323.1987,138.63,474.99,584.97,154.71,591.97,119.6059,514.83,519.99,111.7938,556.25,578.89,513.65,572.87,542.99,556.63,534.25
291.0,291.0,147,1.5,545.14,545.14,376.3059,145.14,348.1763,134.48,593.14,323.21,138.9,475.24,585.22,154.96,592.22,119.6063,515.08,520.24,111.81,556.5,579.1,513.9,573.12,543.24,556.9,534.5
291.1667,291.1667,147,1.6667,545.39,545.39,376.3063,145.39,348.1776,134.71,593.39,323.2205,139.15,475.49,585.49,155.21,592.55,119.6067,515.21,520.49,111.8231,556.75,579.35,514.15,573.37,543.49,557.15,534.7425
291.25,291.25,147,1.75,545.515,545.515,376.3065,145.515,348.1783,134.835,593.515,323.2208,139.275,475.615,585.675,155.375,592.675,119.6069,515.335,520.615,111.8248,556.875,579.475,514.275,573.495,543.615,557.275,534.815
291.3333,291.3333,147,1.8333,545.64,545.64,376.3067,145.64,348.1789,134.96,593.66,323.2211,139.4,475.74,585.8,155.52,592.8,119.6071,515.46,520.74,111.8265,557.06,579.6,514.42,573.68,543.8,557.4,534.94
291.5,291.5,147,2.0,545.89,545.89,376.3071,145.91,348.215,135.19,593.91,323.2216,139.67,475.99,586.05,155.77,593.05,119.6075,515.71,520.99,111.8299,557.31,579.85,514.67,573.93,544.05,557.67,535.19
291.6667,291.6667,147,2.1667,546.26,546.26,376.3075,146.32,348.2206,135.44,594.26,323.2222,140.0,476.24,586.54,156.24,593.5,119.608,515.96,521.26,111.8332,557.64,580.1,515.04,574.22,544.3,557.94,535.42
291.8333,291.8333,147,2.3333,546.51,546.51,376.3079,146.57,348.2212,135.69,594.51,323.2228,140.29,476.49,586.79,156.49,593.75,119.6084,516.21,521.51,111.8366,557.89,580.35,515.29,574.47,544.55,558.19,535.67
292.0,292.0,147,2.5,546.76,546.76,376.3083,146.82,348.2218,135.92,594.76,323.2233,140.54,476.74,587.04,156.74,594.0,119.6088,516.42,521.76,111.84,558.14,580.6,515.54,574.72,544.8,558.44,535.92
292.1667,292.1667,147,2.6667,547.01,547.01,376.3087,147.07,348.2224,136.0929,595.01,323.2239,140.79,476.99,587.29,156.99,594.25,119.6092,516.67,522.01,112.09,558.39,580.85,515.79,575.13,545.05,558.69,536.0843
292.25,292.25,147,2.75,547.135,547.135,376.3089,147.195,348.2227,136.175,595.135,323.2242,140.915,477.115,587.415,157.115,594.375,119.6094,516.795,522.135,112.1975,558.515,580.935,515.915,575.255,545.175,558.815,536.0902
292.3333,292.3333,147,2.8333,547.26,547.26,376.3091,147.32,348.223,136.3,595.34,323.2244,141.04,477.24,587.56,157.24,594.5,119.6096,516.92,522.26,112.2021,558.64,581.06,516.08,575.4,545.32,559.02,536.0962
292.5,292.5,148,1.0,547.51,547.51,376.3095,147.57,348.2236,136.55,595.59,323.225,141.37,477.51,587.81,157.51,594.89,119.6101,517.17,522.53,112.2065,558.89,581.31,516.38,575.65,545.57,559.29,536.27
292.6667,292.6667,148,1.1667,547.96,547.96,376.3099,147.94,348.2242,136.8,595.9,323.2256,141.62,477.76,588.14,157.8,595.18,119.6105,517.42,522.88,112.2109,559.18,581.56,516.64,575.9,545.9,559.54,536.52
292.8333,292.8333,148,1.3333,548.21,548.21,376.3103,148.19,348.2248,137.05,596.15,323.2261,141.87,478.01,588.43,158.07,595.43,119.6109,517.61,523.13,112.2153,559.43,581.81,516.89,576.15,546.15,559.79,536.65
293.0,293.0,148,1.5,548.46,548.46,376.3107,148.44,348.2254,137.3,596.4,323.2267,142.12,478.26,588.7,158.38,595.68,119.6113,517.86,523.38,112.2196,559.68,582.06,517.14,576.4,546.42,560.04,536.9
293.1667,293.1667,148,1.6667,548.73,548.73,376.3111,148.71,348.226,137.542,596.69,323.2272,142.37,478.53,588.95,158.63,596.01,119.6117,518.11,523.63,112.29,559.95,582.31,517.39,576.65,546.69,560.29,537.1238
293.25,293.25,148,1.75,548.855,548.855,376.3113,148.835,348.2263,137.595,596.815,323.2275,142.495,478.655,589.075,158.755,596.135,119.6119,518.235,523.755,112.4008,560.075,582.435,517.535,576.775,546.815,560.415,537.1394
293.3333,293.3333,148,1.8333,548.98,548.98,376.3115,148.96,348.2266,137.72,596.96,323.2278,142.62,478.78,589.2,158.88,596.26,119.6121,518.36,523.92,112.407,560.24,582.56,517.7,576.9,546.94,560.54,537.24
293.5,293.5,148,2.0,549.25,549.25,376.3119,149.21,348.2272,137.97,597.21,323.2284,142.93,479.05,589.45,159.13,596.53,119.6126,518.61,524.17,112.4195,560.49,582.81,517.97,577.15,547.19,560.79,537.41
293.6667,293.6667,148,2.1667,549.58,549.58,376.3123,149.64,348.2278,138.22,597.56,323.2289,143.2,479.34,589.7,159.6,596.92,119.613,518.86,524.42,112.6209,560.76,583.06,518.26,577.4,547.52,561.1,537.4505
293.8333,293.8333,148,2.3333,549.83,549.83,376.3127,149.89,348.2285,138.47,597.81,323.2295,143.45,479.59,589.95,159.85,597.17,119.6134,519.11,524.69,112.6266,561.01,583.31,518.55,577.65,547.77,561.35,537.51
294.0,294.0,148,2.5,550.08,550.08,376.3131,150.14,348.2291,138.72,598.06,323.23,143.7,479.84,590.2,160.1,597.42,119.6138,519.36,524.94,112.6323,561.26,583.54,518.8,577.9,548.02,561.6,537.76
294.1667,294.1667,148,2.6667,550.33,550.33,376.3135,150.39,348.2297,138.87,598.35,323.2306,143.97,480.09,590.55,160.37,597.67,119.6142,519.61,525.21,112.638,561.51,583.79,519.05,578.21,548.31,561.85,538.01
